ptf,yi,yf,cosh(yf)/cosh(yi)
2.06345,2.98709,2.99772,1.01063
2.0673,2.9872,2.99772,1.01052
2.07115,2.98731,2.99773,1.01042
2.075,2.98742,2.99774,1.01032
2.07885,2.98753,2.99775,1.01022
2.0827,2.98764,2.99776,1.01012
2.08655,2.98775,2.99777,1.01002
2.0904,2.98785,2.99777,1.00992
2.09425,2.98795,2.99778,1.00983
2.0981,2.98806,2.99779,1.00973
2.10195,2.98816,2.9978,1.00964
2.1058,2.98826,2.99781,1.00955
2.10965,2.98835,2.99781,1.00946
2.1135,2.98845,2.99782,1.00937
2.11735,2.98855,2.99783,1.00928
2.1212,2.98864,2.99784,1.00919
2.12505,2.98873,2.99785,1.00911
2.1289,2.98883,2.99785,1.00902
2.13275,2.98892,2.99786,1.00894
2.1366,2.98901,2.99787,1.00886
2.14045,2.9891,2.99788,1.00877
2.1443,2.98918,2.99788,1.00869
2.14815,2.98927,2.99789,1.00862
2.152,2.98936,2.9979,1.00854
2.15585,2.98944,2.99791,1.00846
2.1597,2.98952,2.99791,1.00838
2.16355,2.98961,2.99792,1.00831
2.1674,2.98969,2.99793,1.00823
2.17125,2.98977,2.99794,1.00816
2.1751,2.98985,2.99794,1.00809
2.17895,2.98993,2.99795,1.00801
2.1828,2.99001,2.99796,1.00794
2.18665,2.99008,2.99796,1.00787
2.1905,2.99016,2.99797,1.0078
2.19435,2.99023,2.99798,1.00774
2.1982,2.99031,2.99799,1.00767
2.20205,2.99038,2.99799,1.0076
2.2059,2.99046,2.998,1.00754
2.20975,2.99053,2.99801,1.00747
2.2136,2.9906,2.99801,1.00741
2.21745,2.99067,2.99802,1.00734
2.2213,2.99074,2.99803,1.00728
2.22515,2.99081,2.99803,1.00722
2.229,2.99087,2.99804,1.00716
2.23285,2.99094,2.99805,1.0071
2.2367,2.99101,2.99805,1.00704
2.24055,2.99107,2.99806,1.00698
2.2444,2.99114,2.99807,1.00692
2.24825,2.9912,2.99807,1.00686
2.2521,2.99127,2.99808,1.0068
2.25595,2.99133,2.99809,1.00675
2.2598,2.99139,2.99809,1.00669
2.26365,2.99145,2.9981,1.00663
2.2675,2.99152,2.99811,1.00658
2.27135,2.99158,2.99811,1.00653
2.2752,2.99164,2.99812,1.00647
2.27905,2.99169,2.99813,1.00642
2.2829,2.99175,2.99813,1.00637
2.28675,2.99181,2.99814,1.00632
2.2906,2.99187,2.99814,1.00626
2.29445,2.99193,2.99815,1.00621
2.2983,2.99198,2.99816,1.00616
2.30215,2.99204,2.99816,1.00611
2.306,2.99209,2.99817,1.00607
2.30985,2.99215,2.99818,1.00602
2.3137,2.9922,2.99818,1.00597
2.31755,2.99225,2.99819,1.00592
2.3214,2.99231,2.99819,1.00588
2.32525,2.99236,2.9982,1.00583
2.3291,2.99241,2.99821,1.00578
2.33295,2.99246,2.99821,1.00574
2.3368,2.99251,2.99822,1.00569
2.34065,2.99256,2.99822,1.00565
2.3445,2.99261,2.99823,1.00561
2.34835,2.99266,2.99823,1.00556
2.3522,2.99271,2.99824,1.00552
2.35605,2.99276,2.99825,1.00548
2.3599,2.9928,2.99825,1.00544
2.36375,2.99285,2.99826,1.00539
2.3676,2.9929,2.99826,1.00535
2.37145,2.99294,2.99827,1.00531
2.3753,2.99299,2.99827,1.00527
2.37915,2.99304,2.99828,1.00523
2.383,2.99308,2.99829,1.00519
2.38685,2.99313,2.99829,1.00515
2.3907,2.99317,2.9983,1.00511
2.39455,2.99321,2.9983,1.00508
2.3984,2.99326,2.99831,1.00504
2.40225,2.9933,2.99831,1.005
2.4061,2.99334,2.99832,1.00496
2.40995,2.99338,2.99832,1.00493
2.4138,2.99343,2.99833,1.00489
2.41765,2.99347,2.99833,1.00486
2.4215,2.99351,2.99834,1.00482
2.42535,2.99355,2.99834,1.00478
2.4292,2.99359,2.99835,1.00475
2.43305,2.99363,2.99836,1.00472
2.4369,2.99367,2.99836,1.00468
2.44075,2.99371,2.99837,1.00465
2.4446,2.99374,2.99837,1.00461
2.44845,2.99378,2.99838,1.00458
2.4523,2.99382,2.99838,1.00455
2.45615,2.99386,2.99839,1.00452
2.46,2.9939,2.99839,1.00448
2.46385,2.99393,2.9984,1.00445
2.4677,2.99397,2.9984,1.00442
2.47155,2.99401,2.99841,1.00439
2.4754,2.99404,2.99841,1.00436
2.47925,2.99408,2.99842,1.00433
2.4831,2.99411,2.99842,1.0043
2.48695,2.99415,2.99843,1.00427
2.4908,2.99418,2.99843,1.00424
2.49465,2.99422,2.99844,1.00421
2.4985,2.99425,2.99844,1.00418
2.50235,2.99428,2.99845,1.00415
2.5062,2.99432,2.99845,1.00412
2.51005,2.99435,2.99845,1.00409
2.5139,2.99438,2.99846,1.00406
2.51775,2.99442,2.99846,1.00404
2.5216,2.99445,2.99847,1.00401
2.52545,2.99448,2.99847,1.00398
2.5293,2.99451,2.99848,1.00395
2.53315,2.99454,2.99848,1.00393
2.537,2.99457,2.99849,1.0039
2.54085,2.99461,2.99849,1.00387
2.5447,2.99464,2.9985,1.00385
2.54855,2.99467,2.9985,1.00382
2.5524,2.9947,2.99851,1.0038
2.55625,2.99473,2.99851,1.00377
2.5601,2.99476,2.99851,1.00375
2.56395,2.99479,2.99852,1.00372
2.5678,2.99481,2.99852,1.0037
2.57165,2.99484,2.99853,1.00367
2.5755,2.99487,2.99853,1.00365
2.57935,2.9949,2.99854,1.00362
2.5832,2.99493,2.99854,1.0036
2.58705,2.99496,2.99855,1.00358
2.5909,2.99498,2.99855,1.00355
2.59475,2.99501,2.99855,1.00353
2.5986,2.99504,2.99856,1.00351
2.60245,2.99507,2.99856,1.00348
2.6063,2.99509,2.99857,1.00346
2.61015,2.99512,2.99857,1.00344
2.614,2.99515,2.99857,1.00342
2.61785,2.99517,2.99858,1.0034
2.6217,2.9952,2.99858,1.00337
2.62555,2.99522,2.99859,1.00335
2.6294,2.99525,2.99859,1.00333
2.63325,2.99528,2.9986,1.00331
2.6371,2.9953,2.9986,1.00329
2.64095,2.99533,2.9986,1.00327
2.6448,2.99535,2.99861,1.00325
2.64865,2.99537,2.99861,1.00323
2.6525,2.9954,2.99862,1.00321
2.65635,2.99542,2.99862,1.00319
2.6602,2.99545,2.99862,1.00317
2.66405,2.99547,2.99863,1.00315
2.6679,2.99549,2.99863,1.00313
2.67175,2.99552,2.99864,1.00311
2.6756,2.99554,2.99864,1.00309
2.67945,2.99556,2.99864,1.00307
2.6833,2.99559,2.99865,1.00305
2.68715,2.99561,2.99865,1.00303
2.691,2.99563,2.99866,1.00301
2.69485,2.99566,2.99866,1.00299
2.6987,2.99568,2.99866,1.00298
2.70255,2.9957,2.99867,1.00296
2.7064,2.99572,2.99867,1.00294
2.71025,2.99574,2.99867,1.00292
2.7141,2.99576,2.99868,1.0029
2.71795,2.99579,2.99868,1.00289
2.7218,2.99581,2.99869,1.00287
2.72565,2.99583,2.99869,1.00285
2.7295,2.99585,2.99869,1.00283
2.73335,2.99587,2.9987,1.00282
2.7372,2.99589,2.9987,1.0028
2.74105,2.99591,2.9987,1.00278
2.7449,2.99593,2.99871,1.00277
2.74875,2.99595,2.99871,1.00275
2.7526,2.99597,2.99871,1.00273
2.75645,2.99599,2.99872,1.00272
2.7603,2.99601,2.99872,1.0027
2.76415,2.99603,2.99873,1.00269
2.768,2.99605,2.99873,1.00267
2.77185,2.99607,2.99873,1.00265
2.7757,2.99609,2.99874,1.00264
2.77955,2.99611,2.99874,1.00262
2.7834,2.99613,2.99874,1.00261
2.78725,2.99614,2.99875,1.00259
2.7911,2.99616,2.99875,1.00258
2.79495,2.99618,2.99875,1.00256
2.7988,2.9962,2.99876,1.00255
2.80265,2.99622,2.99876,1.00253
2.8065,2.99624,2.99876,1.00252
2.81035,2.99625,2.99877,1.0025
2.8142,2.99627,2.99877,1.00249
2.81805,2.99629,2.99877,1.00248
2.8219,2.99631,2.99878,1.00246
2.82575,2.99632,2.99878,1.00245
2.8296,2.99634,2.99878,1.00243
2.83345,2.99636,2.99879,1.00242
2.8373,2.99638,2.99879,1.00241
2.84115,2.99639,2.99879,1.00239
2.845,2.99641,2.9988,1.00238
2.84885,2.99643,2.9988,1.00236
2.8527,2.99644,2.9988,1.00235
2.85655,2.99646,2.99881,1.00234
2.8604,2.99648,2.99881,1.00233
2.86425,2.99649,2.99881,1.00231
2.8681,2.99651,2.99882,1.0023
2.87195,2.99652,2.99882,1.00229
2.8758,2.99654,2.99882,1.00227
2.87965,2.99656,2.99883,1.00226
2.8835,2.99657,2.99883,1.00225
2.88735,2.99659,2.99883,1.00224
2.8912,2.9966,2.99883,1.00222
2.89505,2.99662,2.99884,1.00221
2.8989,2.99663,2.99884,1.0022
2.90275,2.99665,2.99884,1.00219
2.9066,2.99666,2.99885,1.00218
2.91045,2.99668,2.99885,1.00216
2.9143,2.99669,2.99885,1.00215
2.91815,2.99671,2.99886,1.00214
2.922,2.99672,2.99886,1.00213
2.92585,2.99674,2.99886,1.00212
2.9297,2.99675,2.99887,1.00211
2.93355,2.99677,2.99887,1.00209
2.9374,2.99678,2.99887,1.00208
2.94125,2.99679,2.99887,1.00207
2.9451,2.99681,2.99888,1.00206
2.94895,2.99682,2.99888,1.00205
2.9528,2.99684,2.99888,1.00204
2.95665,2.99685,2.99889,1.00203
2.9605,2.99686,2.99889,1.00202
2.96435,2.99688,2.99889,1.00201
2.9682,2.99689,2.99889,1.002
2.97205,2.9969,2.9989,1.00199
2.9759,2.99692,2.9989,1.00197
2.97975,2.99693,2.9989,1.00196
2.9836,2.99694,2.99891,1.00195
2.98745,2.99696,2.99891,1.00194
2.9913,2.99697,2.99891,1.00193
2.99515,2.99698,2.99891,1.00192
2.999,2.997,2.99892,1.00191
3.00285,2.99701,2.99892,1.0019
3.0067,2.99702,2.99892,1.00189
3.01055,2.99703,2.99893,1.00188
3.0144,2.99705,2.99893,1.00187
3.01825,2.99706,2.99893,1.00186
3.0221,2.99707,2.99893,1.00185
3.02595,2.99708,2.99894,1.00184
3.0298,2.9971,2.99894,1.00184
3.03365,2.99711,2.99894,1.00183
3.0375,2.99712,2.99894,1.00182
3.04135,2.99713,2.99895,1.00181
3.0452,2.99714,2.99895,1.0018
3.04905,2.99716,2.99895,1.00179
3.0529,2.99717,2.99895,1.00178
3.05675,2.99718,2.99896,1.00177
3.0606,2.99719,2.99896,1.00176
3.06445,2.9972,2.99896,1.00175
3.0683,2.99721,2.99897,1.00174
3.07215,2.99723,2.99897,1.00174
3.076,2.99724,2.99897,1.00173
3.07985,2.99725,2.99897,1.00172
3.0837,2.99726,2.99898,1.00171
3.08755,2.99727,2.99898,1.0017
3.0914,2.99728,2.99898,1.00169
3.09525,2.99729,2.99898,1.00168
3.0991,2.9973,2.99899,1.00168
3.10295,2.99731,2.99899,1.00167
3.1068,2.99733,2.99899,1.00166
3.11065,2.99734,2.99899,1.00165
3.1145,2.99735,2.999,1.00164
3.11835,2.99736,2.999,1.00163
3.1222,2.99737,2.999,1.00163
3.12605,2.99738,2.999,1.00162
3.1299,2.99739,2.99901,1.00161
3.13375,2.9974,2.99901,1.0016
3.1376,2.99741,2.99901,1.00159
3.14145,2.99742,2.99901,1.00159
3.1453,2.99743,2.99902,1.00158
3.14915,2.99744,2.99902,1.00157
3.153,2.99745,2.99902,1.00156
3.15685,2.99746,2.99902,1.00156
3.1607,2.99747,2.99902,1.00155
3.16455,2.99748,2.99903,1.00154
3.1684,2.99749,2.99903,1.00153
3.17225,2.9975,2.99903,1.00153
3.1761,2.99751,2.99903,1.00152
3.17995,2.99752,2.99904,1.00151
3.1838,2.99753,2.99904,1.0015
3.18765,2.99754,2.99904,1.0015
3.1915,2.99755,2.99904,1.00149
3.19535,2.99756,2.99905,1.00148
3.1992,2.99757,2.99905,1.00148
3.20305,2.99758,2.99905,1.00147
3.2069,2.99758,2.99905,1.00146
3.21075,2.99759,2.99905,1.00145
3.2146,2.9976,2.99906,1.00145
3.21845,2.99761,2.99906,1.00144
3.2223,2.99762,2.99906,1.00143
3.22615,2.99763,2.99906,1.00143
3.23,2.99764,2.99907,1.00142
3.23385,2.99765,2.99907,1.00141
3.2377,2.99766,2.99907,1.00141
3.24155,2.99767,2.99907,1.0014
3.2454,2.99767,2.99908,1.00139
3.24925,2.99768,2.99908,1.00139
3.2531,2.99769,2.99908,1.00138
3.25695,2.9977,2.99908,1.00138
3.2608,2.99771,2.99908,1.00137
3.26465,2.99772,2.99909,1.00136
3.2685,2.99773,2.99909,1.00136
3.27235,2.99773,2.99909,1.00135
3.2762,2.99774,2.99909,1.00134
3.28005,2.99775,2.99909,1.00134
3.2839,2.99776,2.9991,1.00133
3.28775,2.99777,2.9991,1.00133
3.2916,2.99778,2.9991,1.00132
3.29545,2.99778,2.9991,1.00131
3.2993,2.99779,2.9991,1.00131
3.30315,2.9978,2.99911,1.0013
3.307,2.99781,2.99911,1.0013
3.31085,2.99782,2.99911,1.00129
3.3147,2.99782,2.99911,1.00128
3.31855,2.99783,2.99912,1.00128
3.3224,2.99784,2.99912,1.00127
3.32625,2.99785,2.99912,1.00127
3.3301,2.99786,2.99912,1.00126
3.33395,2.99786,2.99912,1.00125
3.3378,2.99787,2.99913,1.00125
3.34165,2.99788,2.99913,1.00124
3.3455,2.99789,2.99913,1.00124
3.34935,2.99789,2.99913,1.00123
3.3532,2.9979,2.99913,1.00123
3.35705,2.99791,2.99914,1.00122
3.3609,2.99792,2.99914,1.00122
3.36475,2.99792,2.99914,1.00121
3.3686,2.99793,2.99914,1.00121
3.37245,2.99794,2.99914,1.0012
3.3763,2.99795,2.99915,1.00119
3.38015,2.99795,2.99915,1.00119
3.384,2.99796,2.99915,1.00118
3.38785,2.99797,2.99915,1.00118
3.3917,2.99797,2.99915,1.00117
3.39555,2.99798,2.99915,1.00117
3.3994,2.99799,2.99916,1.00116
3.40325,2.998,2.99916,1.00116
3.4071,2.998,2.99916,1.00115
3.41095,2.99801,2.99916,1.00115
3.4148,2.99802,2.99916,1.00114
3.41865,2.99802,2.99917,1.00114
3.4225,2.99803,2.99917,1.00113
3.42635,2.99804,2.99917,1.00113
3.4302,2.99804,2.99917,1.00112
3.43405,2.99805,2.99917,1.00112
3.4379,2.99806,2.99918,1.00111
3.44175,2.99806,2.99918,1.00111
3.4456,2.99807,2.99918,1.0011
3.44945,2.99808,2.99918,1.0011
3.4533,2.99808,2.99918,1.00109
3.45715,2.99809,2.99918,1.00109
3.461,2.9981,2.99919,1.00109
3.46485,2.9981,2.99919,1.00108
3.4687,2.99811,2.99919,1.00108
3.47255,2.99812,2.99919,1.00107
3.4764,2.99812,2.99919,1.00107
3.48025,2.99813,2.9992,1.00106
3.4841,2.99813,2.9992,1.00106
3.48795,2.99814,2.9992,1.00105
3.4918,2.99815,2.9992,1.00105
3.49565,2.99815,2.9992,1.00104
3.4995,2.99816,2.9992,1.00104
3.50335,2.99817,2.99921,1.00104
3.5072,2.99817,2.99921,1.00103
3.51105,2.99818,2.99921,1.00103
3.5149,2.99818,2.99921,1.00102
3.51875,2.99819,2.99921,1.00102
3.5226,2.9982,2.99921,1.00101
3.52645,2.9982,2.99922,1.00101
3.5303,2.99821,2.99922,1.00101
3.53415,2.99821,2.99922,1.001
3.538,2.99822,2.99922,1.001
3.54185,2.99823,2.99922,1.00099
3.5457,2.99823,2.99922,1.00099
3.54955,2.99824,2.99923,1.00099
3.5534,2.99824,2.99923,1.00098
3.55725,2.99825,2.99923,1.00098
3.5611,2.99825,2.99923,1.00097
3.56495,2.99826,2.99923,1.00097
3.5688,2.99827,2.99923,1.00097
3.57265,2.99827,2.99924,1.00096
3.5765,2.99828,2.99924,1.00096
3.58035,2.99828,2.99924,1.00095
3.5842,2.99829,2.99924,1.00095
3.58805,2.99829,2.99924,1.00095
3.5919,2.9983,2.99924,1.00094
3.59575,2.9983,2.99925,1.00094
3.5996,2.99831,2.99925,1.00093
3.60345,2.99831,2.99925,1.00093
3.6073,2.99832,2.99925,1.00093
3.61115,2.99833,2.99925,1.00092
3.615,2.99833,2.99925,1.00092
3.61885,2.99834,2.99926,1.00092
3.6227,2.99834,2.99926,1.00091
3.62655,2.99835,2.99926,1.00091
3.6304,2.99835,2.99926,1.0009
3.63425,2.99836,2.99926,1.0009
3.6381,2.99836,2.99926,1.0009
3.64195,2.99837,2.99927,1.00089
3.6458,2.99837,2.99927,1.00089
3.64965,2.99838,2.99927,1.00089
3.6535,2.99838,2.99927,1.00088
3.65735,2.99839,2.99927,1.00088
3.6612,2.99839,2.99927,1.00088
3.66505,2.9984,2.99927,1.00087
3.6689,2.9984,2.99928,1.00087
3.67275,2.99841,2.99928,1.00087
3.6766,2.99841,2.99928,1.00086
3.68045,2.99842,2.99928,1.00086
3.6843,2.99842,2.99928,1.00086
3.68815,2.99843,2.99928,1.00085
3.692,2.99843,2.99929,1.00085
3.69585,2.99844,2.99929,1.00085
3.6997,2.99844,2.99929,1.00084
3.70355,2.99845,2.99929,1.00084
3.7074,2.99845,2.99929,1.00084
3.71125,2.99846,2.99929,1.00083
3.7151,2.99846,2.99929,1.00083
3.71895,2.99847,2.9993,1.00083
3.7228,2.99847,2.9993,1.00082
3.72665,2.99847,2.9993,1.00082
3.7305,2.99848,2.9993,1.00082
3.73435,2.99848,2.9993,1.00081
3.7382,2.99849,2.9993,1.00081
3.74205,2.99849,2.9993,1.00081
3.7459,2.9985,2.99931,1.0008
3.74975,2.9985,2.99931,1.0008
3.7536,2.99851,2.99931,1.0008
3.75745,2.99851,2.99931,1.00079
3.7613,2.99852,2.99931,1.00079
3.76515,2.99852,2.99931,1.00079
3.769,2.99852,2.99931,1.00079
3.77285,2.99853,2.99932,1.00078
3.7767,2.99853,2.99932,1.00078
3.78055,2.99854,2.99932,1.00078
3.7844,2.99854,2.99932,1.00077
3.78825,2.99855,2.99932,1.00077
3.7921,2.99855,2.99932,1.00077
3.79595,2.99856,2.99932,1.00077
3.7998,2.99856,2.99933,1.00076
3.80365,2.99856,2.99933,1.00076
3.8075,2.99857,2.99933,1.00076
3.81135,2.99857,2.99933,1.00075
3.8152,2.99858,2.99933,1.00075
3.81905,2.99858,2.99933,1.00075
3.8229,2.99858,2.99933,1.00075
3.82675,2.99859,2.99933,1.00074
3.8306,2.99859,2.99934,1.00074
3.83445,2.9986,2.99934,1.00074
3.8383,2.9986,2.99934,1.00073
3.84215,2.99861,2.99934,1.00073
3.846,2.99861,2.99934,1.00073
3.84985,2.99861,2.99934,1.00073
3.8537,2.99862,2.99934,1.00072
3.85755,2.99862,2.99935,1.00072
3.8614,2.99863,2.99935,1.00072
3.86525,2.99863,2.99935,1.00072
3.8691,2.99863,2.99935,1.00071
3.87295,2.99864,2.99935,1.00071
3.8768,2.99864,2.99935,1.00071
3.88065,2.99864,2.99935,1.0007
3.8845,2.99865,2.99935,1.0007
3.88835,2.99865,2.99936,1.0007
3.8922,2.99866,2.99936,1.0007
3.89605,2.99866,2.99936,1.00069
3.8999,2.99866,2.99936,1.00069
3.90375,2.99867,2.99936,1.00069
3.9076,2.99867,2.99936,1.00069
3.91145,2.99868,2.99936,1.00068
3.9153,2.99868,2.99936,1.00068
3.91915,2.99868,2.99937,1.00068
3.923,2.99869,2.99937,1.00068
3.92685,2.99869,2.99937,1.00067
3.9307,2.99869,2.99937,1.00067
3.93455,2.9987,2.99937,1.00067
3.9384,2.9987,2.99937,1.00067
3.94225,2.9987,2.99937,1.00066
3.9461,2.99871,2.99937,1.00066
3.94995,2.99871,2.99938,1.00066
3.9538,2.99872,2.99938,1.00066
3.95765,2.99872,2.99938,1.00066
3.9615,2.99872,2.99938,1.00065
3.96535,2.99873,2.99938,1.00065
3.9692,2.99873,2.99938,1.00065
3.97305,2.99873,2.99938,1.00065
3.9769,2.99874,2.99938,1.00064
3.98075,2.99874,2.99939,1.00064
3.9846,2.99874,2.99939,1.00064
3.98845,2.99875,2.99939,1.00064
3.9923,2.99875,2.99939,1.00063
3.99615,2.99875,2.99939,1.00063
